lat,lng,nome_ti,FASE,pop_idg_2022,pop_idg_2010,crescimento_2010_2022,var_pct
-2.8851172588437413,-68.46409454459594,Matintin,Regularizada,483.0,513.0,-30.0,-5.85
-0.7123387874265539,-67.6275152717502,Médio Rio Negro I,Regularizada,3207.0,2013.0,1194.0,59.31
-0.18961581148339268,-66.30460600522754,Médio Rio Negro II,Regularizada,739.0,1367.0,-628.0,-45.94
-3.8072614866676693,-59.15090252280873,Miguel/Josefa,Regularizada,709.0,455.0,254.0,55.82
-3.5778770991417175,-68.73723715692158,Nova Esperança do Rio Jandiatuba,Regularizada,7.0,504.0,-497.0,-98.61
-3.219598403950998,-58.654292250030586,Paraná do Arauató,Regularizada,41.0,47.0,-6.0,-12.77
-1.8753526711785364,-65.84101485078706,Parana do Paricá,Regularizada,26.0,26.0,0.0,0.0
-3.443764660093945,-59.30063705699912,Patauá,Regularizada,37.0,0.0,37.0,
-5.804324917957947,-64.59508117000152,Paumari do Lago Manissuã,Regularizada,83.0,0.0,83.0,
-5.669771212228392,-60.75251591813544,Pinatuba,Regularizada,533.0,608.0,-75.0,-12.34
-3.063085179881273,-68.9409816115651,Porto Limoeiro,Regularizada,40.0,119.0,-79.0,-66.39
-2.8862118433227684,-65.12903617690031,Porto Praia,Regularizada,276.0,308.0,-32.0,-10.39
-2.6742184822156596,-67.48160942673337,Prosperidade,Regularizada,419.0,270.0,149.0,55.19
-3.5453801884506477,-59.19940313965583,Recreio/São Félix,Regularizada,255.0,172.0,83.0,48.26
-3.851384934937777,-59.88732239280489,Rio Jumas,Regularizada,145.0,211.0,-66.0,-31.28
-6.183201342062803,-61.52620014595822,Rio Manicoré,Regularizada,71.0,221.0,-150.0,-67.87
-0.6080263641409486,-66.15168913520101,Rio Téa,Regularizada,336.0,323.0,13.0,4.02
-3.1041323923682436,-58.950783342663414,Rio Urubu,Regularizada,847.0,384.0,463.0,120.57
-2.7826197477398247,-67.70638660270109,Santa Cruz da Nova Aliança,Regularizada,489.0,376.0,113.0,30.05
-3.4088970301450576,-68.3398957370767,São Francisco do Canimari,Regularizada,276.0,154.0,122.0,79.22
-4.54871484276918,-69.73320358892882,São Leopoldo,Regularizada,1560.0,1160.0,400.0,34.48
-2.671237296186249,-67.59765825363698,São Sebastião,Regularizada,424.0,497.0,-73.0,-14.69
-4.25225089615528,-69.52018163154709,Sapotal,Regularizada,553.0,457.0,96.0,21.01
-7.201727889130005,-61.62375106294931,Sepoti,Regularizada,318.0,110.0,208.0,189.09
-3.146848848108631,-65.02014419845283,Tupã-Supé,Regularizada,,,,
3.9071889887628988,-60.964189149891105,Anaro,Regularizada,52.0,,,
2.7575198191201444,-60.166090726352856,Moskow,Regularizada,839.0,559.0,280.0,50.09
2.562353476009,-60.20895579671448,Muriru,Regularizada,214.0,154.0,60.0,38.96
-8.395900376218805,-71.36025600078561,Kaxinawá da Praia do Carapanã,Regularizada,804.0,571.0,233.0,40.81
-8.855480826646007,-52.00867060125939,Badjonkore,Regularizada,,109.0,,
-9.369178405125497,-54.18382969046605,Panará,Regularizada,555.0,478.0,77.0,16.11
-2.2847004594887625,-48.3518566373855,Turé/Mariquita II,Encaminhada RI,35.0,31.0,4.0,12.9
-10.736892997176604,-50.13246237512361,Inawebohona,Regularizada,317.0,226.0,91.0,40.27
-2.867696439722858,-46.250892197651574,Alto Turiaçu,Regularizada,4168.0,1864.0,2304.0,123.61
-6.064019220507264,-45.10380241798961,Kanela,Regularizada,2547.0,1864.0,683.0,36.64
-3.634702391531379,-45.51965738879344,Rio Pindaré,Regularizada,1294.0,770.0,524.0,68.05
-9.10159637740566,-38.18455148307627,Entre Serras,Regularizada,2038.0,3032.0,-994.0,-32.78
-8.774399957413742,-37.69590618733304,Tuxá de Inajá,Encaminhada RI,23.0,38.0,-15.0,-39.47
-8.518030275916567,-39.418928652025414,Truká,Regularizada,1258.0,2775.0,-1517.0,-54.67
-16.874572088628625,-40.581416969963726,Maxacali,Regularizada,1877.0,1238.0,639.0,51.62
-23.254401626271783,-44.65186979280906,Parati-Mirim,Regularizada,174.0,,,
-23.86948719221578,-46.650316337639076,Guarani da Barragem,Regularizada,365.0,599.0,-234.0,-39.07
-24.046628780297198,-46.652070404072646,Guarani do Aguapeu,Regularizada,171.0,95.0,76.0,80.0
-24.349574462234315,-47.116151396884966,Serra do Itatins,Regularizada,40.0,49.0,-9.0,-18.37
-25.524698437376315,-48.44082186239723,Ilha da Cotinga,Regularizada,57.0,101.0,-44.0,-43.56
-27.220055939479636,-52.564266412590406,Aldeia Kondá,Encaminhada RI,1106.0,657.0,449.0,68.34
-28.18154618965169,-48.79971755959007,Cachoeira dos Inácios,Regularizada,186.0,134.0,52.0,38.81
-27.462487041603264,-48.64603522326792,Mbiguaçu,Regularizada,100.0,114.0,-14.0,-12.28
-27.134241797636832,-52.517272376891704,Toldo Chimbangue II,Regularizada,545.0,315.0,230.0,73.02
-30.19075705776617,-51.02353927053197,Cantagalo,Regularizada,156.0,145.0,11.0,7.59
-30.358613988005256,-50.35504938740044,Capivari,Regularizada,25.0,,,
-29.677534672065658,-50.29494413003136,Guarani Barra do Ouro,Regularizada,,,,
-30.7607083664039,-51.625815917165404,Guarani de Águas Brancas,Declarada,,0.0,,
-28.360849779442976,-51.70904143913806,Monte Caseros,Regularizada,720.0,597.0,123.0,20.6
-27.426403213509346,-53.04326234313211,Nonoai/Rio da Várzea,Regularizada,309.0,548.0,-239.0,-43.61
-31.1683830931789,-51.786020417852114,Pacheca,Regularizada,,54.0,,
-27.181894376890053,-53.41201992477675,Rio dos Índios,Declarada,182.0,158.0,24.0,15.19
-29.06067736774168,-53.233417056997084,Salto Grande do Jacuí,Regularizada,148.0,148.0,0.0,0.0
-27.667820881964516,-52.87274744428182,Serrinha,Declarada,2183.0,2361.0,-178.0,-7.54
-29.71686940186166,-50.23992720649076,Varzinha,Regularizada,27.0,64.0,-37.0,-57.81
-27.799005988813402,-52.27855770710605,Ventarra,Regularizada,309.0,212.0,97.0,45.75
-20.861115369563326,-55.18567588663554,Buriti,Regularizada,3119.0,2605.0,514.0,19.73
-20.939878078791796,-54.97489635461496,Buritizinho,Regularizada,701.0,615.0,86.0,13.98
-22.241609304677535,-56.037194059897715,Ñande Ru Marangatu,Declarada,1343.0,1059.0,284.0,26.82
-21.24999357861634,-52.13390451884788,Ofayé-Xavante,Declarada,,71.0,,
-21.65297012858644,-55.111150212687924,Sucuriy,Regularizada,294.0,224.0,70.0,31.25
-9.772148082385081,-59.59922269564722,Arara do Rio Branco,Regularizada,120.0,125.0,-5.0,-4.0
-12.952289121825327,-53.92752305581035,Batovi,Regularizada,170.0,,,
-14.594200501144005,-53.22418183351278,Chão Preto,Regularizada,279.0,255.0,24.0,9.41
-14.909083839530862,-51.10098385510578,Karajá de Aruanã II,Regularizada,,0.0,,
-13.261763401587094,-60.18783060489445,Lagoa dos Brincos,Regularizada,,0.0,,
-11.759355525430301,-51.69070048036015,Maraiwatsede,Regularizada,1084.0,1945.0,-861.0,-44.27
-14.566805938834774,-53.504932005543225,Ubawawe,Regularizada,600.0,491.0,109.0,22.2
-10.705820180182002,-51.247328548493286,Urubu Branco,Regularizada,889.0,1106.0,-217.0,-19.62
-11.750779350499588,-53.06386903872819,Wawi,Regularizada,553.0,327.0,226.0,69.11
-7.870273478681874,-49.910214767161314,Las Casas,Regularizada,458.0,284.0,174.0,61.27
-3.0761619779528093,-48.038929609889664,Sarauá,Regularizada,4.0,1110.0,-1106.0,-99.64
-3.2900274044554587,-48.41252163367193,Barreirinha,Regularizada,102.0,136.0,-34.0,-25.0
-6.09421646350246,-45.63680527798683,Porquinhos,Regularizada,868.0,1762.0,-894.0,-50.74
-3.367194965712408,-59.34198583989877,Apipica,Regularizada,144.0,86.0,58.0,67.44
-7.558305811620399,-66.0222401660946,Apurinã do Igarapé Mucuim,Regularizada,58.0,506.0,-448.0,-88.54
-3.0436607489677217,-68.09745766707815,Betania,Regularizada,4872.0,4441.0,431.0,9.71
-2.944575959157668,-69.05530468983405,Lago do Correio,Regularizada,47.0,42.0,5.0,11.9
-4.352299109174225,-70.0050150226229,Bom Intento,Regularizada,537.0,381.0,156.0,40.94
-6.623486407670972,-70.28490775261044,Mawetek,Regularizada,369.0,151.0,218.0,144.37
-19.94974048667527,-40.16852232892445,Caieiras Velha II,Regularizada,,246.0,,
-13.839598633111533,-48.23939804330784,Avá-Canoeiro,Declarada,,,,
-15.10973568846289,-50.040655273219556,Carretão I,Regularizada,150.0,162.0,-12.0,-7.41
-15.055149695011897,-50.01919912511324,Carretão II,Regularizada,,,,
-14.914849030638768,-51.08180996827979,Karajá de Aruanã I,Homologada,106.0,105.0,1.0,0.95
-14.877022461412146,-51.08065358802212,Karajá de Aruanã III,Regularizada,62.0,55.0,7.0,12.73
-10.052338421056184,-36.925919063267386,Aconã,Regularizada,90.0,66.0,24.0,36.36
-12.17097335672147,-43.251017440160076,Barra,Regularizada,92.0,139.0,-47.0,-33.81
-9.339840138355274,-38.54713123444472,Brejo do Burgo,Regularizada,1034.0,524.0,510.0,97.33
-13.965315946183653,-39.202804029957804,Fazenda Bahiana,Regularizada,79.0,71.0,8.0,11.27
-12.075328371259452,-43.25247959016398,Ibotirama,Regularizada,367.0,428.0,-61.0,-14.25
-9.165534167824646,-38.38869507045419,Kantaruré,Regularizada,360.0,289.0,71.0,24.57
-9.450018571173795,-38.59027764799186,Pankararé,Regularizada,253.0,163.0,90.0,55.21
-16.921153371323246,-39.278325868347075,Águas Belas,Regularizada,388.0,228.0,160.0,70.18
-9.752321756414103,-71.22548384928363,Riozinho do Alto Envira,Homologada,277.0,101.0,176.0,174.26
-2.8194104770162474,-67.35882392594313,São Domingos do Jacapari e Estação,Regularizada,1935.0,623.0,1312.0,210.59
-16.463408399517142,-39.10317275682951,Aldeia Velha,Declarada,1082.0,891.0,191.0,21.44
-3.5993644998164447,-59.996980676593914,Lago do Marinheiro,Regularizada,139.0,408.0,-269.0,-65.93
-3.7332077803673425,-60.406783310508224,Tabocal,Regularizada,18.0,69.0,-51.0,-73.91
-7.35711476163198,-61.93671719448697,Tenharim Marmelos (Gleba B),Regularizada,,183.0,,
-4.483030354168731,-69.5448810567886,Sururuá,Declarada,386.0,576.0,-190.0,-32.99
-5.001857241817715,-60.0909077183317,Setemã,Regularizada,210.0,576.0,-366.0,-63.54
-23.30715291095833,-50.47003994083259,Yvyporã Laranjinha,Declarada,64.0,80.0,-16.0,-20.0
-26.868957475496813,-53.1125722182568,Guarani de Araçaí,Declarada,,253.0,,
-27.787569807800047,-48.64800770396579,Morro dos Cavalos,Declarada,212.0,230.0,-18.0,-7.83
-26.487435447682,-48.82867244321209,Pirai (1),Declarada,103.0,,,
-26.298401297931903,-48.663091614531346,Morro Alto (1),Declarada,118.0,,,
-26.577951330301932,-52.36098360110841,Toldo Imbu,Declarada,274.0,157.0,117.0,74.52
-11.01120542369107,-49.90002148807279,Krahó-Kanela,Regularizada,104.0,580.0,-476.0,-82.07
-26.65559674398275,-52.42656670150543,Xapecó (Pinhalzinho-Canhadão),Declarada,7.0,85.0,-78.0,-91.76
-26.413288766641976,-48.68999635736427,Pindoty (1),Declarada,229.0,,,
-6.777313312842126,-35.05310395059905,Potiguara de Monte-Mor,Declarada,7639.0,9143.0,-1504.0,-16.45
-22.357582592717765,-55.30582841490439,Jatayvari (1),Declarada,313.0,,,
-23.711617162370846,-55.279904501436675,Arroio-Korá,Homologada,747.0,648.0,99.0,15.28
-23.814134255855766,-54.747586200763386,Sombrerito,Declarada,105.0,256.0,-151.0,-58.98
