lat,lng,nome_ti,FASE,pop_idg_2022,pop_idg_2010,crescimento_2010_2022,var_pct
-8.636957466459297,-71.73308765986758,Kampa do Igarapé Primavera,Regularizada,,26.0,,
-8.033042240762645,-72.90873927289417,Jaminawa do Igarapé Preto,Regularizada,189.0,171.0,18.0,10.53
-9.269378917446941,-72.01722295467617,Kaxinawá do Baixo Rio Jordão,Regularizada,554.0,172.0,382.0,222.09
-9.31448216156902,-71.91605746734511,Kaxinawá Seringal Independência,Encaminhada RI,390.0,209.0,181.0,86.6
-2.599059429201881,-66.82767828919265,Acapuri de Cima,Declarada,106.0,284.0,-178.0,-62.68
0.5715152906856322,-68.52262105805704,Alto Rio Negro,Regularizada,18042.0,15183.0,2859.0,18.83
-4.758346194756834,-60.026367996817925,Arary,Regularizada,161.0,261.0,-100.0,-38.31
-6.119961745211186,-62.276142297936936,Ariramba,Regularizada,,82.0,,
-2.7685469153285416,-67.68001955848752,Barro Alto,Regularizada,88.0,237.0,-149.0,-62.87
-3.9819171895941388,-63.374441377108134,Cajuhiri Atravessado,Regularizada,204.0,446.0,-242.0,-54.26
-2.3691092803124505,-65.02746334436587,Cuiu-Cuiu,Regularizada,787.0,789.0,-2.0,-0.25
-7.964027869890618,-62.23161458058309,Diahui,Regularizada,94.0,,,
-2.7444707259721564,-67.09504346999888,Espírito Santo,Regularizada,372.0,488.0,-116.0,-23.77
-3.7518997252959165,-60.525975006040305,Fortaleza do Castanho,Regularizada,47.0,147.0,-100.0,-68.03
-3.1464129607061975,-60.73942104530076,Fortaleza do Patauá,Regularizada,38.0,32.0,6.0,18.75
-2.9621445425515316,-65.79279885901909,Kumaru do Lago Ualá,Regularizada,358.0,226.0,132.0,58.41
-6.042637448261793,-62.19894853888592,Lago Capanã,Regularizada,61.0,197.0,-136.0,-69.04
-6.202918406403105,-61.9709746446734,Lago Jauari,Regularizada,327.0,187.0,140.0,74.87
-4.4948044771601845,-69.90167607057177,Lauro Sodré,Regularizada,1149.0,582.0,567.0,97.42
-2.1378266227704934,-67.21169231986741,Mapari,Regularizada,74.0,21.0,53.0,252.38
-3.216157173466406,-68.34587658463732,Maraitá,Regularizada,299.0,160.0,139.0,86.87
