,dtg,Ano,Mês,Dia,UF,Local,latitude,longitude,Magnitude,Obs
39,2021-10-07,2021,10,7,AL,Craíbas,-9.69,-36.65,1.7,Magnitude não revisada/preliminar
40,2021-10-07,2021,10,7,BA,Campo Formoso,-10.55,-40.52,1.5,Magnitude não revisada/preliminar
41,2021-10-03,2021,10,3,PE,Flores,-8.06,-37.84,1.5,Magnitude não revisada/preliminar
42,2021-10-02,2021,10,2,PE,Flores,-8.04,-37.87,1.7,Magnitude não revisada/preliminar
43,2021-10-02,2021,10,2,PB,Patos,-7.0,-37.36,1.5,Magnitude não revisada/preliminar
44,2021-10-02,2021,10,2,AC,Tarauacá,-9.6,-71.18,5.9,Magnitude não revisada/preliminar
45,2021-10-01,2021,10,1,BA,Monte Santo,-10.28,-39.27,1.5,Magnitude não revisada/preliminar
46,2021-10-01,2021,10,1,BA,Jacobina,-11.19,-40.67,2.0,Magnitude não revisada/preliminar
47,2021-10-01,2021,10,1,CE,Lagoa do Mato,-4.69,-39.71,1.5,Magnitude não revisada/preliminar
2,2021-09-30,2021,9,30,PB,Catolé,-7.29,-36.1,1.8,Magnitude não revisada/preliminar
3,2021-09-29,2021,9,29,RN,Caraúbas,-5.78,-37.57,1.6,Magnitude não revisada/preliminar
4,2021-09-28,2021,9,28,AL,Limoeiro de Anadia,-9.67,-36.4,1.7,Magnitude não revisada/preliminar
5,2021-09-28,2021,9,28,PE,Jataúba,-8.0,-36.58,2.0,Magnitude não revisada/preliminar
6,2021-09-27,2021,9,27,CE,Cariré,-3.89,-40.52,1.6,Magnitude não revisada/preliminar
7,2021-09-27,2021,9,27,PE,Bodocó,-7.68,-40.05,2.0,Magnitude não revisada/preliminar
8,2021-09-25,2021,9,25,CE,Sobral,-3.76,-40.31,1.6,Magnitude não revisada/preliminar
9,2021-09-24,2021,9,24,PB,Esperança,-7.02,-35.88,1.8,Magnitude não revisada/preliminar
10,2021-09-24,2021,9,24,PE,Brejo da Madre de Deus,-8.19,-36.18,1.5,Magnitude não revisada/preliminar
11,2021-09-24,2021,9,24,PB,Esperança,-7.01,-35.95,1.6,Magnitude não revisada/preliminar
12,2021-09-24,2021,9,24,BA,Queimadas,-10.71,-40.65,1.9,
13,2021-09-24,2021,9,24,BA,Recôncavo Baiano,-13.41,-38.8,1.9,Magnitude não revisada/preliminar
14,2021-09-23,2021,9,23,PE,Bom Jardim,-7.78,-35.62,2.1,Magnitude não revisada/preliminar
15,2021-09-23,2021,9,23,CE,Cariré,-3.94,-40.56,2.1,Magnitude não revisada/preliminar
16,2021-09-23,2021,9,23,PE,Sairé,-8.3,-36.74,2.1,Magnitude não revisada/preliminar
17,2021-09-23,2021,9,23,AL,Pão de Açúcar,-9.77,-37.22,1.5,Magnitude não revisada/preliminar
18,2021-09-23,2021,9,23,MA,Anajatuba,-3.23,-44.67,3.1,Magnitude não revisada/preliminar
19,2021-09-22,2021,9,22,AL,Craíbas,-9.57,-36.67,1.5,Magnitude não revisada/preliminar
20,2021-09-22,2021,9,22,BA,Baixa Grande,-11.78,-40.15,1.5,
21,2021-09-21,2021,9,21,PE,Moreno,-8.11,-35.2,1.7,
22,2021-09-22,2021,9,22,PE,Caruaru,-8.37,-35.99,1.9,
23,2021-09-21,2021,9,21,AL,Arapiraca,-9.69,-36.66,1.5,Magnitude não revisada/preliminar
24,2021-09-21,2021,9,21,PE,Altinho,-8.42,-36.06,1.5,Magnitude não revisada/preliminar
25,2021-09-21,2021,9,21,PE,Agrestina,-8.41,-36.04,1.7,Magnitude não revisada/preliminar
26,2021-09-21,2021,9,21,CE,Massapê,-3.45,-40.31,1.5,
27,2021-09-18,2021,9,18,PB,Itapororoca,-6.79,-35.26,1.9,Magnitude não revisada/preliminar
28,2021-09-17,2021,9,17,BA,Santaluz,-11.04,-39.31,2.1,
29,2021-09-17,2021,9,17,CE,Ocara,-4.53,-38.52,1.7,Magnitude não revisada/preliminar
30,2021-09-17,2021,9,17,CE,Cariré,-3.9,-40.54,1.6,Magnitude não revisada/preliminar
31,2021-09-17,2021,9,17,CE,Litoral,-3.79,-38.28,1.6,Magnitude não revisada/preliminar
32,2021-09-16,2021,9,16,BA,Canudos,-10.02,-39.22,1.8,Magnitude não revisada/preliminar
33,2021-09-15,2021,9,15,RN,Lajes,-5.58,-36.28,1.7,Magnitude não revisada/preliminar
34,2021-09-15,2021,9,15,PI,Dermeval Lobão,-5.34,-42.71,2.1,Magnitude não revisada/preliminar
35,2021-09-15,2021,9,15,SE,Gararu,-10.05,-37.66,1.5,Magnitude não revisada/preliminar
36,2021-09-15,2021,9,15,BA,Cansanção,-10.6,-39.31,1.5,Magnitude não revisada/preliminar
37,2021-09-15,2021,9,15,CE,Quixeramobim,-5.22,-39.09,1.6,Magnitude não revisada/preliminar
38,2021-09-12,2021,9,12,PE,Agrestina,-8.4,-35.99,1.8,Magnitude não revisada/preliminar
39,2021-09-11,2021,9,11,CE,Barreira,-4.29,-38.7,1.7,Magnitude não revisada/preliminar
40,2021-09-10,2021,9,10,BA,Santaluz,-11.04,-31.31,2.4,Magnitude não revisada/preliminar
41,2021-09-10,2021,9,10,CE,Sobral,-3.69,-40.59,1.7,Magnitude não revisada/preliminar
42,2021-09-10,2021,9,10,BA,Monte Santo,-10.43,-39.18,1.5,Magnitude não revisada/preliminar
43,2021-09-10,2021,9,10,PE,Caruaru,-8.23,-36.07,1.7,Magnitude não revisada/preliminar
44,2021-09-09,2021,9,9,PE,Agrestina,-8.47,-35.87,2.3,Magnitude não revisada/preliminar
45,2021-09-09,2021,9,9,AL,Craíbas,-9.7,-36.73,1.7,Magnitude não revisada/preliminar
46,2021-09-09,2021,9,9,AM,Atalaia do Norte,-6.55,-72.64,4.5,Magnitude não revisada/preliminar
47,2021-09-08,2021,9,8,PE,Arcoverde,-8.47,-37.07,1.7,Magnitude não revisada/preliminar
48,2021-09-08,2021,9,8,RN,Lajes,-5.71,-36.19,1.7,Magnitude não revisada/preliminar
49,2021-09-08,2021,9,8,BA,Uauá,-9.86,-39.72,1.5,Magnitude não revisada/preliminar
50,2021-09-07,2021,9,7,RN,Plataforma Continental,-4.64,-34.56,2.2,Magnitude não revisada/preliminar
51,2021-09-07,2021,9,7,RN,Umarizal,-6.01,-37.99,1.6,Magnitude não revisada/preliminar
52,2021-09-06,2021,9,6,RN,Pedra Preta,-5.67,-36.09,2.1,Magnitude não revisada/preliminar
53,2021-09-06,2021,9,6,PB,Picuí,-6.58,-36.42,1.6,Magnitude não revisada/preliminar
54,2021-09-06,2021,9,6,AL,São Braz,-10.11,-36.9,2.1,Magnitude não revisada/preliminar
55,2021-09-04,2021,9,4,AL,Atalaia,-9.46,-35.95,1.6,Magnitude não revisada/preliminar
56,2021-09-03,2021,9,3,RN,Caraúbas,-5.65,-37.51,1.8,
57,2021-09-03,2021,9,3,CE,Maracanaú,-3.89,-38.52,1.6,Magnitude não revisada/preliminar
58,2021-09-02,2021,9,2,AL,Craíbas,-9.7,-36.76,1.7,Magnitude não revisada/preliminar
59,2021-09-01,2021,9,1,SE,Canhoba,-10.12,-37.03,2.1,
60,2021-09-01,2021,9,1,BA,Conceição do Jacuípe,-12.36,-38.61,1.9,Magnitude não revisada/preliminar
61,2021-09-01,2021,9,1,BA,Uauá,-9.78,-39.22,1.7,Magnitude não revisada/preliminar
2,2021-08-31,2021,8,31,AL,Batalha,-9.73,-37.13,1.5,Magnitude não revisada/preliminar
3,2021-08-30,2021,8,30,PE,São José dos Montes,-8.48,-35.85,1.6,Magnitude não revisada/preliminar
4,2021-08-30,2021,8,30,SE,São Miguel do Aleixo,-10.44,-37.3,1.8,Magnitude não revisada/preliminar
5,2021-08-28,2021,8,28,CE,Quixeré,-5.08,-37.84,1.5,Magnitude não revisada/preliminar
6,2021-08-27,2021,8,27,BA,Nordestina,-10.8,-39.33,1.7,Magnitude não revisada/preliminar
7,2021-08-27,2021,8,27,AL,Craíbas,-9.67,-36.7,1.7,Magnitude não revisada/preliminar
8,2021-08-25,2021,8,25,BA,Itiúba,-10.73,-39.77,1.6,Magnitude não revisada/preliminar
9,2021-08-24,2021,8,24,BA,Canudos,-9.88,-38.84,1.5,Magnitude não revisada/preliminar
10,2021-08-24,2021,8,24,CE,Jaguaruana,-4.83,-37.8,1.7,Magnitude não revisada/preliminar
11,2021-08-23,2021,8,23,RN,Upanema,-5.69,-37.42,1.5,
12,2021-08-23,2021,8,23,CE,Horizonte,-4.09,-38.51,1.5,Magnitude não revisada/preliminar
13,2021-08-22,2021,8,22,AC,Feijó,-8.25,-70.2,4.2,Magnitude não revisada/preliminar
14,2021-08-21,2021,8,21,CE,Sobral,-3.68,-40.47,1.5,Magnitude não revisada/preliminar
15,2021-08-21,2021,8,21,RN,Lajes,-5.64,-36.17,1.7,Magnitude não revisada/preliminar
16,2021-08-20,2021,8,20,PE,São Caetano,-8.37,-36.13,2.2,Magnitude não revisada/preliminar
17,2021-08-20,2021,8,20,BA,Campo Formoso,-11.11,-40.35,1.5,Magnitude não revisada/preliminar
18,2021-08-18,2021,8,18,BA,Jaguarari,-10.0,-39.85,2.2,Magnitude não revisada/preliminar
19,2021-08-17,2021,8,17,RN,Pedra Preta,-5.58,-36.04,1.5,
20,2021-08-11,2021,8,11,RN,Plataforma Continental,-5.09,-34.98,2.2,
21,2021-08-10,2021,8,10,CE,Limoeiro do Norte,-5.16,-38.22,1.6,Magnitude não revisada/preliminar
22,2021-08-09,2021,8,9,RN,Caraúbas,-5.74,-37.51,1.9,
23,2021-08-09,2021,8,9,PE,Bezerros,-8.26,-35.76,2.0,
24,2021-08-09,2021,8,9,AL,Cajueiro,-9.43,-36.17,1.7,
25,2021-08-07,2021,8,7,AL,Pão de Açúcar,-9.66,-37.34,1.6,
26,2021-08-05,2021,8,5,RN,Lajes,-5.68,-36.15,2.2,
27,2021-08-05,2021,8,5,PB,Barro,-7.1,-38.69,1.5,Magnitude não revisada/preliminar
28,2021-08-04,2021,8,4,SE,Propiá,-10.14,-37.05,1.7,Magnitude não revisada/preliminar
29,2021-08-04,2021,8,4,PE,Vitória de Santo Antão,-8.19,-35.25,1.7,Magnitude não revisada/preliminar
30,2021-08-03,2021,8,3,CE,Irauçuba,-3.78,-39.84,2.6,
31,2021-08-03,2021,8,3,SE,Canhoba,-10.11,-36.98,1.8,
32,2021-08-03,2021,8,3,PE,Cabo de São Agostinho,-6.22,-35.17,2.1,
33,2021-08-02,2021,8,2,RN,Caraúbas,-5.67,-37.46,1.5,
34,2021-08-02,2021,8,2,BA,Curaçá,-9.79,-39.91,2.8,
2,2021-07-31,2021,7,31,CE,Porteiras,-7.63,-39.0,1.7,Magnitude não revisada/preliminar
3,2021-07-30,2021,7,30,BA,Santaluz,-11.5,-39.38,2.0,Magnitude não revisada/preliminar
4,2021-07-30,2021,7,30,CE,Tabuleiro do Norte,-5.39,-38.32,1.8,Magnitude não revisada/preliminar
5,2021-07-30,2021,7,30,CE,Maranguape,-3.75,-38.83,1.5,Magnitude não revisada/preliminar
6,2021-07-29,2021,7,29,CE,Limoeiro do Norte,-5.16,-37.84,1.5,Magnitude não revisada/preliminar
7,2021-07-28,2021,7,28,BA,Monte Santo,-10.42,-39.14,1.6,Magnitude não revisada/preliminar
8,2021-07-28,2021,7,28,BA,Nordestina,-10.91,-39.35,1.5,Magnitude não revisada/preliminar
9,2021-07-27,2021,7,27,RN,São Bento do Norte,-5.24,-36.05,2.0,Magnitude não revisada/preliminar
10,2021-07-26,2021,7,26,RN,Plataforma Continental,-4.88,-35.14,3.1,
11,2021-07-26,2021,7,26,CE,Limoeiro do Norte,-5.1,-38.26,1.5,Magnitude não revisada/preliminar
12,2021-07-26,2021,7,26,RN,Equador,-6.89,-36.67,2.3,Magnitude não revisada/preliminar
13,2021-07-26,2021,7,26,RN,Plataforma Continental,-4.86,-35.33,2.7,Magnitude não revisada/preliminar
14,2021-07-25,2021,7,25,RN,Plataforma Continental,-4.83,-35.41,2.1,Magnitude não revisada/preliminar
15,2021-07-25,2021,7,25,RN,Plataforma Continental,-4.87,-35.17,2.1,Magnitude não revisada/preliminar
16,2021-07-25,2021,7,25,BA,Curaçá,-9.55,-39.92,2.0,Magnitude não revisada/preliminar
17,2021-07-25,2021,7,25,RN,Plataforma Continental,-5.32,-34.88,2.7,Magnitude não revisada/preliminar
18,2021-07-25,2021,7,25,RN,Plataforma Continental,-5.26,-35.06,2.1,Magnitude não revisada/preliminar
19,2021-07-25,2021,7,25,RN,Plataforma Continental,-5.09,-35.1,2.7,Magnitude não revisada/preliminar
20,2021-07-25,2021,7,25,RN,Plataforma Continental,-5.15,-35.05,1.5,Magnitude não revisada/preliminar
21,2021-07-25,2021,7,25,RN,Plataforma Continental,-5.07,-35.15,2.1,Magnitude não revisada/preliminar
22,2021-07-25,2021,7,25,RN,Plataforma Continental,-5.15,-35.03,3.5,
23,2021-07-25,2021,7,25,RN,Plataforma Continental,-5.17,-35.1,1.5,Magnitude não revisada/preliminar
24,2021-07-25,2021,7,25,RN,Plataforma Continental,-5.12,-35.05,3.0,Magnitude não revisada/preliminar
25,2021-07-24,2021,7,24,RN,Plataforma Continental,-5.27,-35.12,1.8,Magnitude não revisada/preliminar
26,2021-07-24,2021,7,24,BA,Monte Santo,-10.33,-39.3,1.7,Magnitude não revisada/preliminar
27,2021-07-24,2021,7,24,RN,Plataforma Continental,-5.05,-35.17,2.5,Magnitude não revisada/preliminar
28,2021-07-23,2021,7,23,BA,Santaluz,-11.04,-39.1,1.5,Magnitude não revisada/preliminar
29,2021-07-23,2021,7,23,CE,Maranguape,-3.99,-38.75,1.8,Magnitude não revisada/preliminar
30,2021-07-22,2021,7,22,BA,Jeremoabo,-9.97,-38.46,1.5,Magnitude não revisada/preliminar
31,2021-07-22,2021,7,22,RN,Plataforma Continental,-4.88,-35.89,2.1,Magnitude não revisada/preliminar
32,2021-07-21,2021,7,21,PE,Caruaru,-9.34,-40.04,1.5,Magnitude não revisada/preliminar
33,2021-07-20,2021,7,20,BA,Feira de Santana,-12.17,-38.99,1.6,Magnitude não revisada/preliminar
34,2021-07-20,2021,7,20,BA,Irará,-12.14,-38.77,1.7,Magnitude não revisada/preliminar
35,2021-07-19,2021,7,19,RN,Plataforma Continental,-4.94,-35.28,1.9,
36,2021-07-19,2021,7,19,BA,Conceição do Coité,-11.66,-39.16,1.7,Magnitude não revisada/preliminar
37,2021-07-12,2021,7,12,BA,Pojuca,-12.44,-38.16,2.2,Magnitude não revisada/preliminar
38,2021-07-12,2021,7,12,RN,Plataforma Continental,-4.99,-35.08,2.0,Magnitude não revisada/preliminar
39,2021-07-12,2021,7,12,RN,Plataforma Continental,-4.99,-35.08,2.0,
40,2021-07-11,2021,7,11,CE,Umirim,-3.73,-39.27,1.6,Magnitude não revisada/preliminar
41,2021-07-10,2021,7,10,BA,Jacobina,-11.21,-40.53,2.3,Magnitude não revisada/preliminar
42,2021-07-09,2021,7,9,CE,Cariré,-3.83,-40.53,1.8,Magnitude não revisada/preliminar
43,2021-07-09,2021,7,9,RN,Jandaíra,-5.44,-36.13,2.0,Magnitude não revisada/preliminar
44,2021-07-08,2021,7,8,RN,Caraúbas,-5.72,-37.52,1.6,
45,2021-07-07,2021,7,7,BA,Capela do Alto Alegre,-11.59,-39.74,1.6,Magnitude não revisada/preliminar
46,2021-07-07,2021,7,7,BA,Várzea da Roça,-11.64,-40.02,1.6,Magnitude não revisada/preliminar
47,2021-07-06,2021,7,6,BA,Monte Santo,-10.23,-39.28,2.0,Magnitude não revisada/preliminar
48,2021-07-06,2021,7,6,CE,Sobral,-3.66,-40.41,1.5,Magnitude não revisada/preliminar
49,2021-07-05,2021,7,5,CE,Limoeiro do Norte,-5.19,-37.91,1.6,Magnitude não revisada/preliminar
50,2021-07-04,2021,7,4,CE,Santa Quitéria,-4.37,-39.86,2.0,Magnitude não revisada/preliminar
51,2021-07-03,2021,7,3,PE,Sertânia,-8.08,-36.96,1.6,Magnitude não revisada/preliminar
52,2021-07-03,2021,7,3,CE,Sobral,-3.65,-40.1,1.9,Magnitude não revisada/preliminar
53,2021-07-02,2021,7,2,PE,Garanhus,-8.84,-36.44,1.8,Magnitude não revisada/preliminar
54,2021-07-02,2021,7,2,RN,Pedra Preta,-5.53,-36.08,1.8,Magnitude não revisada/preliminar
55,2021-07-02,2021,7,2,CE,Sobral,-3.82,-40.41,1.5,Magnitude não revisada/preliminar
56,2021-07-02,2021,7,2,CE,Sobral,-3.82,-40.41,1.6,Magnitude não revisada/preliminar
57,2021-07-02,2021,7,2,BA,Monte Santo,-10.13,-39.35,1.7,Magnitude não revisada/preliminar
58,2021-07-01,2021,7,1,CE,Maranguape,-3.93,-38.76,1.6,Magnitude não revisada/preliminar
59,2021-07-01,2021,7,1,BA,Tapiramutá,-11.82,-40.84,2.0,Magnitude não revisada/preliminar
2,2021-06-28,2021,6,28,RN,Caraúbas,-5.67,-37.54,2.0,Magnitude não revisada/preliminar
3,2021-06-27,2021,6,27,BA,Jacobina,-11.22,-40.48,2.0,Magnitude não revisada/preliminar
4,2021-06-26,2021,6,26,RN,Caraúbas,-5.82,-37.51,1.5,Magnitude não revisada/preliminar
5,2021-06-24,2021,6,24,BA,Jacobina,-11.16,-40.57,1.8,Magnitude não revisada/preliminar
6,2021-06-24,2021,6,24,RN,Caraúbas,-5.7,-37.49,2.7,Magnitude não revisada/preliminar
7,2021-06-21,2021,6,21,PE,Sumé,-7.72,-36.78,1.7,Magnitude não revisada/preliminar
8,2021-06-18,2021,6,18,BA,Paulo Afonso,-9.5,-38.56,1.8,Magnitude não revisada/preliminar
9,2021-06-18,2021,6,18,BA,Itanagra,-12.37,-37.98,1.9,Magnitude não revisada/preliminar
10,2021-06-17,2021,6,17,BA,Tapiramuta,-11.93,-40.83,2.0,Magnitude não revisada/preliminar
11,2021-06-15,2021,6,15,BA,Jacobina,-11.19,-40.44,1.7,Magnitude não revisada/preliminar
12,2021-06-14,2021,6,14,CE,Quixeramobim,-5.09,-39.44,1.5,Magnitude não revisada/preliminar
13,2021-06-10,2021,6,10,PI,Oeiras,-7.02,-42.4,2.5,Magnitude não revisada/preliminar
14,2021-06-10,2021,6,10,PB,Olho Dágua,-7.24,-37.81,1.9,Magnitude não revisada/preliminar
15,2021-06-10,2021,6,10,AL,Pão de Açúcar,-9.79,-37.33,1.6,Magnitude não revisada/preliminar
16,2021-06-10,2021,6,10,BA,Jacobina,-11.23,-40.51,1.6,Magnitude não revisada/preliminar
17,2021-06-10,2021,6,10,BA,Jacobina,-11.13,-40.52,1.6,Magnitude não revisada/preliminar
18,2021-06-08,2021,6,8,BA,Araci,-11.36,-38.9,2.0,Magnitude não revisada/preliminar
19,2021-06-07,2021,6,7,CE,Tejuçuoca,-3.89,-39.52,2.4,Magnitude não revisada/preliminar
20,2021-06-06,2021,6,6,BA,Ruy Barbosa,-12.14,-40.74,1.8,Magnitude não revisada/preliminar
21,2021-06-04,2021,6,4,CE,Banabuiú,-5.2,-36.09,1.6,Magnitude não revisada/preliminar
22,2021-06-04,2021,6,4,RN,Caraúbas,-5.77,-37.54,2.0,Magnitude não revisada/preliminar
23,2021-06-03,2021,6,3,PI,Parnarama,-5.62,-42.9,2.0,Magnitude não revisada/preliminar
24,2021-06-03,2021,6,3,PE,Afogados,-7.88,-37.49,1.5,Magnitude não revisada/preliminar
25,2021-06-02,2021,6,2,RN,Caraúbas,-5.66,-37.48,1.5,Magnitude não revisada/preliminar
26,2021-06-01,2021,6,1,PE,Garanhus,-8.83,-36.41,1.7,Magnitude não revisada/preliminar
27,2021-06-01,2021,6,1,RN,Lajes,-5.45,-36.08,1.5,Magnitude não revisada/preliminar
28,2021-06-01,2021,6,1,PE,Brejo da Madre de Deus,-8.19,-36.21,1.6,Magnitude não revisada/preliminar
2,2021-05-30,2021,5,30,CE,Palmácia,-4.1,-38.9,1.4,Magnitude não revisada/preliminar
3,2021-05-29,2021,5,29,CE,Palmácia,-4.1,-38.91,1.6,Magnitude não revisada/preliminar
4,2021-05-28,2021,5,28,CE,Chorozinho,-4.28,-38.43,1.5,Magnitude não revisada/preliminar
5,2021-05-28,2021,5,28,CE,Pedra Branca,-5.57,-39.82,1.6,Magnitude não revisada/preliminar
6,2021-05-28,2021,5,28,CE,Forquilha,-3.81,-40.15,1.7,Magnitude não revisada/preliminar
7,2021-05-27,2021,5,27,AL,Craíbas,-9.68,-36.7,1.5,Magnitude não revisada/preliminar
8,2021-05-24,2021,5,24,BA,Curaçá,-9.6,-39.81,1.4,Magnitude não revisada/preliminar
9,2021-05-23,2021,5,23,BA,Ubaiara,-13.37,-39.54,1.9,Magnitude não revisada/preliminar
10,2021-05-23,2021,5,23,BA,Andorinha,-10.33,-39.85,1.5,Magnitude não revisada/preliminar
11,2021-05-21,2021,5,21,SE,Poço Verde,-10.73,-37.93,1.4,Magnitude não revisada/preliminar
12,2021-05-21,2021,5,21,BA,Nordestina,-10.77,-39.43,1.8,Magnitude não revisada/preliminar
13,2021-05-21,2021,5,21,CE,Baraúna,-5.04,-37.76,1.7,Magnitude não revisada/preliminar
14,2021-05-21,2021,5,21,CE,Russas,-4.91,-38.32,1.5,Magnitude não revisada/preliminar
15,2021-05-19,2021,5,19,SE,Malhador,-10.67,-37.36,1.4,Magnitude não revisada/preliminar
16,2021-05-19,2021,5,19,BA,Teofilândia,-11.53,-39.07,1.6,Magnitude não revisada/preliminar
17,2021-05-19,2021,5,19,SE,Malhador,-10.68,-37.36,1.6,Magnitude não revisada/preliminar
18,2021-05-19,2021,5,19,CE,Trairi,-3.36,-39.26,1.5,Magnitude não revisada/preliminar
19,2021-05-18,2021,5,18,BA,Costa da Bahia,-13.67,-38.44,1.9,Magnitude não revisada/preliminar
20,2021-05-18,2021,5,18,BA,Amargosa,-13.06,-39.56,1.8,Magnitude não revisada/preliminar
21,2021-05-17,2021,5,17,BA,Amargosa,-13.07,-39.55,1.8,Magnitude não revisada/preliminar
22,2021-05-15,2021,5,15,CE,Choró,-4.82,-39.11,1.7,Magnitude não revisada/preliminar
23,2021-05-14,2021,5,14,PA,Breves,-1.14,-50.62,4.3,Magnitude não revisada/preliminar
24,2021-05-14,2021,5,14,RN,Lajes,-5.79,-36.16,1.7,Magnitude não revisada/preliminar
25,2021-05-13,2021,5,13,RN,Parelhas,-6.73,-36.54,1.5,Magnitude não revisada/preliminar
26,2021-05-12,2021,5,12,RN,Lajes,-5.66,-36.09,1.6,Magnitude não revisada/preliminar
27,2021-05-12,2021,5,12,RN,Pedra Preta,-5.59,-35.12,1.6,Magnitude não revisada/preliminar
28,2021-05-12,2021,5,12,RN,Caraúbas,-5.72,-35.49,1.4,Magnitude não revisada/preliminar
29,2021-05-12,2021,5,12,CE,Paramoti,-4.04,-39.32,1.9,Magnitude não revisada/preliminar
30,2021-05-11,2021,5,11,PE,Sertânia,-8.41,-37.23,1.6,Magnitude não revisada/preliminar
31,2021-05-11,2021,5,11,PE,Jaboatão dos Guararapes,-8.14,-34.93,1.7,Magnitude não revisada/preliminar
32,2021-05-10,2021,5,10,CE,Beberibe,-4.33,-38.24,1.8,Magnitude não revisada/preliminar
33,2021-05-10,2021,5,10,BA,Pintadas,-11.9,-39.79,1.9,Magnitude não revisada/preliminar
34,2021-05-10,2021,5,10,BA,Jacobina,-11.22,-40.48,2.0,Magnitude não revisada/preliminar
35,2021-05-10,2021,5,10,BA,Jacobina,-11.17,-40.57,2.0,Magnitude não revisada/preliminar
36,2021-05-10,2021,5,10,BA,Itororó,-15.08,-40.26,1.4,Magnitude não revisada/preliminar
37,2021-05-09,2021,5,9,BA,Mairi,-11.65,-40.26,1.6,Magnitude não revisada/preliminar
38,2021-05-09,2021,5,9,PE,Gravatá,-8.22,-35.64,1.7,Magnitude não revisada/preliminar
39,2021-05-07,2021,5,7,AL,Pão de Açúcar,-9.79,-37.33,1.5,Magnitude não revisada/preliminar
40,2021-05-06,2021,5,6,PE,Jaboatão dos Guararapes,-8.06,-34.98,1.5,Magnitude não revisada/preliminar
41,2021-05-06,2021,5,6,CE,Maranguape,-3.87,-38.89,2.0,Magnitude não revisada/preliminar
42,2021-05-05,2021,5,5,PE,Garanhus,-8.81,-36.47,1.5,Magnitude não revisada/preliminar
43,2021-05-05,2021,5,5,BA,Paulo Afonso,-9.61,-38.54,1.5,Magnitude não revisada/preliminar
44,2021-05-04,2021,5,4,BA,Ipiaú,-14.13,-39.61,1.9,Magnitude não revisada/preliminar
45,2021-05-04,2021,5,4,RN,Pedra Preta,-5.66,-36.18,1.8,Magnitude não revisada/preliminar
46,2021-05-04,2021,5,4,BA,Euclides da Cunha,-10.43,-38.92,1.5,Magnitude não revisada/preliminar
47,2021-05-04,2021,5,4,BA,Santa Bárbara,-12.07,-39.02,1.5,Magnitude não revisada/preliminar
48,2021-05-04,2021,5,4,PB,Juazeirinho,-7.05,-36.48,1.4,Magnitude não revisada/preliminar
49,2021-05-04,2021,5,4,RN,Pedra Preta,-5.64,-36.1,1.5,Magnitude não revisada/preliminar
50,2021-05-03,2021,5,3,CE,Forquilha,-3.92,-40.13,1.4,Magnitude não revisada/preliminar
51,2021-05-01,2021,5,1,BA,Ipiaú,-14.16,-39.69,2.5,Magnitude não revisada/preliminar
52,2021-05-01,2021,5,1,RN,Jucurutu,-6.01,-36.87,1.6,Magnitude não revisada/preliminar
53,2021-05-01,2021,5,1,BA,Amargosa,-13.07,-39.51,1.4,Magnitude não revisada/preliminar
2,2021-04-30,2021,4,30,RN,Lajes,-5.78,-36.15,1.7,Magnitude não revisada/preliminar
3,2021-04-30,2021,4,30,CE,Quixeré,-5.13,-37.93,1.8,Magnitude não revisada/preliminar
4,2021-04-29,2021,4,29,BA,Santa Luz,-11.3,-39.39,1.8,Magnitude não revisada/preliminar
5,2021-04-29,2021,4,29,CE,Cascavel,-4.35,-38.33,1.8,Magnitude não revisada/preliminar
6,2021-04-29,2021,4,29,RN,Pedra Preta,-5.57,-36.17,1.8,
7,2021-04-28,2021,4,28,PB,Pitimbi,-7.45,-34.9,1.6,Magnitude não revisada/preliminar
8,2021-04-28,2021,4,28,SE,Nossa Senhora da Glória,-10.36,-37.42,1.9,Magnitude não revisada/preliminar
9,2021-04-28,2021,4,28,RN,Caraúbas,-5.73,-37.47,1.7,Magnitude não revisada/preliminar
10,2021-04-27,2021,4,27,CE,Quixeramobim,-5.13,-39.42,1.8,Magnitude não revisada/preliminar
11,2021-04-27,2021,4,27,CE,Quixeramobim,-5.15,-39.41,2.0,Magnitude não revisada/preliminar
12,2021-04-26,2021,4,26,PE,Frei Miguelinho,-7.99,-35.78,1.6,Magnitude não revisada/preliminar
13,2021-04-26,2021,4,26,BA,Ipiaú,-14.17,-39.8,2.1,Magnitude não revisada/preliminar
14,2021-04-24,2021,4,24,CE,Jucás,-6.5,-39.53,1.8,Magnitude não revisada/preliminar
15,2021-04-24,2021,4,24,CE,Pentecoste,-3.98,-39.15,1.9,Magnitude não revisada/preliminar
16,2021-04-23,2021,4,23,BA,Maraú,-14.12,-39.14,2.1,Magnitude não revisada/preliminar
17,2021-04-23,2021,4,23,SE,Laranjeiras,-10.79,-37.23,1.7,Magnitude não revisada/preliminar
18,2021-04-22,2021,4,22,CE,Cascavel,-4.34,-38.36,2.4,Magnitude não revisada/preliminar
19,2021-04-22,2021,4,22,CE,Guaiuba,-4.04,-38.57,1.5,Magnitude não revisada/preliminar
20,2021-04-21,2021,4,21,BA,Curaçá,-9.79,-39.72,1.7,Magnitude não revisada/preliminar
21,2021-04-20,2021,4,20,PE,Brejo da Madre de Deus,-8.14,-36.36,1.7,Magnitude não revisada/preliminar
22,2021-04-20,2021,4,20,RN,Caraúbas,-5.74,-37.54,1.8,Magnitude não revisada/preliminar
