,dtg,Ano,Mês,Dia,UF,Local,latitude,longitude,Magnitude,Obs
7,2023-01-22,2023,1,22,BA,Jacobina,-11.22,-40.54,1.7,Magnitude não revisada/preliminar
8,2023-01-21,2023,1,21,BA,Jacobina,-11.28,-40.52,1.9,Magnitude não revisada/preliminar
9,2023-01-17,2023,1,17,BA,Jacobina,-11.27,-40.5,2.5,Magnitude não revisada/preliminar
10,2023-01-16,2023,1,16,BA,Jacobina,-11.21,-40.52,2.4,Magnitude não revisada/preliminar
11,2023-01-16,2023,1,16,BA,Jacobina,-11.24,-40.49,2.7,
12,2023-01-14,2023,1,14,BA,Jacobina,-11.27,-40.53,1.7,Magnitude não revisada/preliminar
13,2023-01-10,2023,1,10,AL,Belo Monte,-9.82,-37.25,1.7,Magnitude não revisada/preliminar
14,2023-01-09,2023,1,9,PE,Araripina,-7.62,-40.29,2.2,Magnitude não revisada/preliminar
15,2023-01-09,2023,1,9,BA,Jacobina,-11.24,-40.49,1.5,Magnitude não revisada/preliminar
16,2023-01-06,2023,1,6,RN,Caraúbas,-5.8,-37.54,1.8,Magnitude não revisada/preliminar
17,2023-01-06,2023,1,6,BA,Santaluz,-11.04,-39.34,2.0,Magnitude não revisada/preliminar
18,2023-01-06,2023,1,6,BA,Jaguarari,-9.86,-39.82,2.3,Magnitude não revisada/preliminar
19,2023-01-04,2023,1,4,SE,Telha,-10.16,-36.87,1.6,Magnitude não revisada/preliminar
2,2022-12-31,2022,12,31,BA,Jacobina,-11.26,-40.53,1.5,Magnitude não revisada/preliminar
3,2022-12-30,2022,12,30,BA,Jacobina,-11.25,-40.54,2.4,Magnitude não revisada/preliminar
4,2022-12-29,2022,12,29,BA,Campo Formoso,-10.55,-40.59,2.1,Magnitude não revisada/preliminar
5,2022-12-29,2022,12,29,RN,Taipu,-5.53,-35.66,2.1,Magnitude não revisada/preliminar
6,2022-12-28,2022,12,28,BA,Curaça,-9.57,-39.85,1.9,Magnitude não revisada/preliminar
7,2022-12-25,2022,12,25,BA,Jaguarari,-9.88,-39.91,1.5,Magnitude não revisada/preliminar
8,2022-12-25,2022,12,25,BA,Jacobina,-11.3,-40.53,1.7,Magnitude não revisada/preliminar
9,2022-12-25,2022,12,25,BA,Jacobina,-11.32,-40.44,1.6,Magnitude não revisada/preliminar
10,2022-12-23,2022,12,23,PE,Quipapa,-8.78,-36.0,1.7,Magnitude não revisada/preliminar
11,2022-12-20,2022,12,20,BA,Jacobina,-11.35,-40.49,1.5,Magnitude não revisada/preliminar
12,2022-12-19,2022,12,19,BA,Jacobina,-11.32,-40.51,1.5,Magnitude não revisada/preliminar
13,2022-12-19,2022,12,19,BA,Jacobina,-11.3,-40.51,1.6,Magnitude não revisada/preliminar
14,2022-12-18,2022,12,18,AL,Junqueiro,-9.42,-36.0,1.7,Magnitude não revisada/preliminar
15,2022-12-17,2022,12,17,BA,Jacobina,-11.28,-40.46,1.5,Magnitude não revisada/preliminar
16,2022-12-16,2022,12,16,BA,Jacobina,-11.3,-40.41,1.6,Magnitude não revisada/preliminar
17,2022-12-15,2022,12,15,AL,Maceió,-9.48,-35.76,2.1,Magnitude não revisada/preliminar
18,2022-12-14,2022,12,14,BA,Jacobina,-11.22,-40.5,2.2,Magnitude não revisada/preliminar
19,2022-12-13,2022,12,13,BA,Jaguarari,-9.85,-39.91,1.9,Magnitude não revisada/preliminar
20,2022-12-08,2022,12,8,BA,Jaguarari,-9.87,-39.9,2.2,Magnitude não revisada/preliminar
21,2022-12-06,2022,12,6,SE,Itabi,-10.09,-37.09,1.8,
22,2022-12-05,2022,12,5,BA,Jaguarari,-9.98,-39.87,2.6,
23,2022-12-04,2022,12,4,BA,Jaguarari,-9.85,-39.89,2.1,Magnitude não revisada/preliminar
24,2022-12-03,2022,12,3,BA,Jacobina,-11.22,-40.5,2.4,Magnitude não revisada/preliminar
2,2022-11-30,2022,11,30,PE,Caruaru,-8.32,-35.98,1.7,
3,2022-11-29,2022,11,29,PE,Moreno,-8.11,-35.13,2.1,
4,2022-11-29,2022,11,29,BA,Jacobina,-11.32,-40.53,1.5,
5,2022-11-28,2022,11,28,BA,Jacobina,-11.23,-40.48,1.6,
6,2022-11-27,2022,11,27,PE,Caruaru,-8.32,-35.97,2.0,
7,2022-11-26,2022,11,26,AL,Teotônio Vilela,-9.93,-36.31,1.5,Magnitude não revisada/preliminar
8,2022-11-23,2022,11,23,CE,Morrinhos,-3.29,-40.11,1.6,
9,2022-11-23,2022,11,23,BA,Jacobina,-11.33,-40.53,1.8,Magnitude não revisada/preliminar
10,2022-11-22,2022,11,22,RN,João Câmara,-5.49,-35.7,1.8,
11,2022-11-20,2022,11,20,BA,Jacobina,-11.23,-40.5,1.9,
12,2022-11-17,2022,11,17,AL,Belo Monte,-9.76,-37.19,1.9,
13,2022-11-11,2022,11,11,AL,Belo Monte,-9.84,-37.19,1.9,Magnitude não revisada/preliminar
14,2022-11-10,2022,11,10,SE,Amparo de São Francisco,-10.14,-36.89,2.0,
15,2022-11-07,2022,11,7,AL,Atalaia,-9.5,-36.11,1.5,
16,2022-11-07,2022,11,7,AL,Atalaia,-9.5,-36.11,1.6,
17,2022-11-05,2022,11,5,SE,Nossa Senhora da Glória,-10.19,-37.52,1.9,
18,2022-11-03,2022,11,3,PE,Ouricuri,-7.94,-40.22,2.0,
19,2022-11-02,2022,11,2,AL,Porto Real do Colégio,-10.22,-36.75,1.6,
20,2022-11-02,2022,11,2,CE,Granja,-3.02,-40.62,1.9,
21,2022-11-01,2022,11,1,BA,Barra do Rocha,-14.2,-39.59,1.7,Magnitude não revisada/preliminar
2,2022-10-30,2022,10,30,CE,Aracati,-4.57,-37.86,2.2,Magnitude não revisada/preliminar
3,2022-10-30,2022,10,30,CE,Martinópole,-3.12,-40.6,1.7,Magnitude não revisada/preliminar
4,2022-10-28,2022,10,28,BA,Jacobina,-11.26,-40.53,1.7,Magnitude não revisada/preliminar
5,2022-10-28,2022,10,28,AL,Viçosa,-9.43,-36.24,1.5,Magnitude não revisada/preliminar
6,2022-10-25,2022,10,25,PE,São João,-8.84,-36.33,1.6,Magnitude não revisada/preliminar
7,2022-10-24,2022,10,24,CE,Jaguaretama,-5.7,-38.74,2.8,Magnitude não revisada/preliminar
8,2022-10-24,2022,10,24,AL,Arapiraca,-9.69,-36.75,2.3,Magnitude não revisada/preliminar
9,2022-10-23,2022,10,23,RN,Taipu,-5.67,-35.56,1.7,Magnitude não revisada/preliminar
10,2022-10-22,2022,10,22,BA,Jaguarari,-9.88,-40.01,1.8,Magnitude não revisada/preliminar
11,2022-10-21,2022,10,21,AL,Santana do Ipanema,-9.33,-37.21,1.5,Magnitude não revisada/preliminar
12,2022-10-19,2022,10,19,BA,Jequié,-14.0,-40.1,2.9,Magnitude não revisada/preliminar
13,2022-10-18,2022,10,18,RN,Pedra Preta,-5.53,-36.14,1.6,Magnitude não revisada/preliminar
14,2022-10-18,2022,10,18,CE,Irauçuba,-3.97,-39.86,1.6,Magnitude não revisada/preliminar
15,2022-10-17,2022,10,17,RN,Jardim de Angicos,-5.55,-36.01,2.6,Magnitude não revisada/preliminar
16,2022-10-17,2022,10,17,RN,Jandaíra,-5.42,-36.11,1.8,Magnitude não revisada/preliminar
17,2022-10-16,2022,10,16,RN,Jandaíra,-5.35,-36.05,1.5,Magnitude não revisada/preliminar
18,2022-10-16,2022,10,16,RN,Jandaíra,-5.35,-36.05,2.5,Magnitude não revisada/preliminar
19,2022-10-16,2022,10,16,RN,Jandaíra,-5.35,-36.05,2.5,Magnitude não revisada/preliminar
20,2022-10-12,2022,10,12,SE,Canhoba,-10.16,-36.97,1.6,Magnitude não revisada/preliminar
21,2022-10-11,2022,10,11,RN,Pedra Preta,-5.57,-36.09,1.5,Magnitude não revisada/preliminar
22,2022-10-11,2022,10,11,RN,Pedra Preta,-5.5,-36.09,1.8,Magnitude não revisada/preliminar
23,2022-10-11,2022,10,11,BA,Jaguarari,-9.86,-39.94,1.9,Magnitude não revisada/preliminar
24,2022-10-11,2022,10,11,RN,Jandaíra,-5.49,-36.11,1.7,Magnitude não revisada/preliminar
25,2022-10-09,2022,10,9,RN,Ceará Mirim,-5.68,-35.38,1.6,Magnitude não revisada/preliminar
26,2022-10-08,2022,10,8,BA,Jacobina,-11.24,-40.5,2.2,Magnitude não revisada/preliminar
27,2022-10-06,2022,10,6,BA,Jacobina,-11.32,-40.45,1.7,Magnitude não revisada/preliminar
28,2022-10-06,2022,10,6,BA,Curaça,-9.57,-39.92,1.8,Magnitude não revisada/preliminar
29,2022-10-01,2022,10,1,BA,Jaguarari,-9.89,-39.92,1.9,Magnitude não revisada/preliminar
30,2022-10-01,2022,10,1,BA,Boa Vista do Tupim,-12.64,-40.49,2.2,Magnitude não revisada/preliminar
31,2022-10-01,2022,10,1,BA,Boa Vista do Tupim,-12.64,-40.49,1.7,Magnitude não revisada/preliminar
2,2022-09-30,2022,9,30,BA,Nordestina,-10.97,-39.29,1.9,Magnitude não revisada/preliminar
3,2022-09-30,2022,9,30,RN,Lajes,-5.61,-36.23,2.0,Magnitude não revisada/preliminar
4,2022-09-30,2022,9,30,BA,Jitaúna,-14.1,-39.83,1.5,Magnitude não revisada/preliminar
5,2022-09-29,2022,9,29,BA,Jacobina,-11.25,-40.51,1.7,Magnitude não revisada/preliminar
6,2022-09-29,2022,9,29,AL,Messias,-9.4,-35.84,1.8,Magnitude não revisada/preliminar
7,2022-09-28,2022,9,28,AL,Colônia Leopoldina,-8.95,-35.79,2.3,
8,2022-09-27,2022,9,27,BA,Jacobina,-11.22,-40.5,1.6,
9,2022-09-27,2022,9,27,PE,Vitória de Santo Antão,-8.21,-35.3,1.7,Magnitude não revisada/preliminar
10,2022-09-26,2022,9,26,RN,Potengi,-5.96,-35.57,1.5,Magnitude não revisada/preliminar
11,2022-09-26,2022,9,26,BA,Ibirapitanga,-14.18,-39.19,2.0,Magnitude não revisada/preliminar
12,2022-09-26,2022,9,26,AL,Poço Verde,-10.85,-37.97,1.5,Magnitude não revisada/preliminar
13,2022-09-26,2022,9,26,BA,Jacobina,-11.28,-40.52,1.8,Magnitude não revisada/preliminar
14,2022-09-26,2022,9,26,CE,Beberibe,-4.35,-38.2,1.8,Magnitude não revisada/preliminar
15,2022-09-25,2022,9,25,PE,Petrolina,-9.26,-40.44,1.7,Magnitude não revisada/preliminar
16,2022-09-25,2022,9,25,BA,Jaguarari,-9.84,-39.94,1.9,Magnitude não revisada/preliminar
17,2022-09-23,2022,9,23,PB,Alcantil,-7.76,-36.1,1.8,Magnitude não revisada/preliminar
18,2022-09-23,2022,9,23,BA,Ipiaú,-14.16,-39.79,2.0,Magnitude não revisada/preliminar
19,2022-09-23,2022,9,23,AL,Santana do Mundaú,-9.16,-36.19,1.7,Magnitude não revisada/preliminar
20,2022-09-22,2022,9,22,BA,Camaçari,-12.78,-38.29,1.8,Magnitude não revisada/preliminar
21,2022-09-22,2022,9,22,BA,Jacobina,-11.24,-40.51,2.1,Magnitude não revisada/preliminar
22,2022-09-21,2022,9,21,BA,Juazeiro,-9.56,-39.93,1.5,Magnitude não revisada/preliminar
23,2022-09-21,2022,9,21,CE,Quixeramobim,-5.1,-39.18,1.5,Magnitude não revisada/preliminar
24,2022-09-20,2022,9,20,BA,Ipiaú,-14.16,-39.8,2.2,Magnitude não revisada/preliminar
25,2022-09-20,2022,9,20,SE,Amparo de São Francisco,-10.15,-36.9,1.5,Magnitude não revisada/preliminar
26,2022-09-19,2022,9,19,BA,Jaguarari,-9.85,-39.91,2.0,Magnitude não revisada/preliminar
27,2022-09-19,2022,9,19,PE,Santa Maria do Cambucá,-7.81,-36.01,1.5,Magnitude não revisada/preliminar
28,2022-09-19,2022,9,19,BA,Jaguarari,-9.85,-39.9,2.1,Magnitude não revisada/preliminar
29,2022-09-17,2022,9,17,PE,Matriz de Camaragibe,-9.13,-35.55,1.6,Magnitude não revisada/preliminar
30,2022-09-16,2022,9,16,CE,Forquilha,-3.89,-40.21,1.5,Magnitude não revisada/preliminar
31,2022-09-16,2022,9,16,BA,Maracás,-13.72,-40.57,1.9,Magnitude não revisada/preliminar
32,2022-09-16,2022,9,16,BA,Ibirapitanga,-14.15,-39.2,1.7,Magnitude não revisada/preliminar
33,2022-09-16,2022,9,16,RN,Caraúbas,-5.8,-37.53,1.5,Magnitude não revisada/preliminar
34,2022-09-16,2022,9,16,CE,Santana do Acaraú,-3.55,-40.15,1.7,
35,2022-09-15,2022,9,15,AL,Anadia,-9.69,-36.28,1.8,Magnitude não revisada/preliminar
36,2022-09-14,2022,9,14,PE,Petrolina,-9.29,-40.41,1.5,Magnitude não revisada/preliminar
37,2022-09-13,2022,9,13,PE,Rio Formoso,-8.69,-35.17,1.9,Magnitude não revisada/preliminar
38,2022-09-10,2022,9,10,PE,Glória do Goitá,-8.03,-35.37,1.7,Magnitude não revisada/preliminar
39,2022-09-10,2022,9,10,BA,Jacobina,-11.27,-40.51,1.5,Magnitude não revisada/preliminar
40,2022-09-10,2022,9,10,CE,Amontada,-3.56,-40.21,1.6,Magnitude não revisada/preliminar
41,2022-09-09,2022,9,9,BA,Campo Formoso,-10.55,-40.6,2.1,Magnitude não revisada/preliminar
42,2022-09-07,2022,9,7,PE,Lagoa Grande,-8.79,-40.37,2.5,Magnitude não revisada/preliminar
43,2022-09-06,2022,9,6,PE,Vitória de Santo Antão,-8.28,-35.32,1.7,Magnitude não revisada/preliminar
44,2022-09-03,2022,9,3,PB,Queimadas,-7.38,-35.8,1.7,Magnitude não revisada/preliminar
45,2022-09-01,2022,9,1,AL,Arapiraca,-9.72,-36.67,1.9,Magnitude não revisada/preliminar
2,2022-08-31,2022,8,31,PE,Caruaru,-8.29,-36.03,2.0,
3,2022-08-31,2022,8,31,BA,Nordestina,-10.86,-39.4,2.1,Magnitude não revisada/preliminar
4,2022-08-30,2022,8,30,PE,Sertânia,-8.04,-36.98,1.5,Magnitude não revisada/preliminar
5,2022-08-30,2022,8,30,PE,Santa Maria do Cambucá,-7.86,-36.03,1.7,Magnitude não revisada/preliminar
6,2022-08-29,2022,8,29,PB,Belem do Brejo do Cruz,-6.17,-37.54,1.8,Magnitude não revisada/preliminar
7,2022-08-28,2022,8,28,RN,Litoral do,-4.84,-36.06,2.0,Magnitude não revisada/preliminar
8,2022-08-27,2022,8,27,RN,Lajes,-5.84,-36.17,1.8,Magnitude não revisada/preliminar
9,2022-08-27,2022,8,27,AL,Mar Vermelho,-9.46,-36.39,1.5,Magnitude não revisada/preliminar
10,2022-08-27,2022,8,27,BA,Amargosa,-13.08,-39.6,1.5,
11,2022-08-26,2022,8,26,BA,Jacobina,-11.28,-40.52,1.9,
12,2022-08-26,2022,8,26,AL,Craíbas,-9.7,-36.73,1.9,Magnitude não revisada/preliminar
13,2022-08-26,2022,8,26,AL,Craíbas,-9.7,-36.73,1.9,Magnitude não revisada/preliminar
14,2022-08-25,2022,8,25,BA,Amargosa,-13.07,-39.55,2.2,Magnitude não revisada/preliminar
15,2022-08-25,2022,8,25,SE,Cedro de São João,-10.29,-36.96,1.5,
16,2022-08-25,2022,8,25,RN,Lagoa Nova,-6.12,-36.51,1.9,
17,2022-08-25,2022,8,25,BA,Amargosa,-13.06,-39.55,1.6,Magnitude não revisada/preliminar
18,2022-08-24,2022,8,24,PB,Belém do Brejo do Cruz,-6.17,-37.55,2.2,Magnitude não revisada/preliminar
19,2022-08-24,2022,8,24,BA,Amargosa,-13.08,-39.6,1.7,Magnitude não revisada/preliminar
20,2022-08-23,2022,8,23,BA,Amargosa,-13.1,-39.56,2.3,
21,2022-08-23,2022,8,23,BA,Amargosa,-13.08,-39.62,1.9,Magnitude não revisada/preliminar
22,2022-08-20,2022,8,20,BA,Jacobina,-11.29,-40.52,1.5,Magnitude não revisada/preliminar
23,2022-08-19,2022,8,19,AL,Mar Vermelho,-9.49,-36.38,1.8,Magnitude não revisada/preliminar
24,2022-08-19,2022,8,19,BA,Jaguarari,-9.8,-39.87,2.5,Magnitude não revisada/preliminar
25,2022-08-19,2022,8,19,AL,Mar Vermelho,-9.49,-36.39,1.5,Magnitude não revisada/preliminar
26,2022-08-19,2022,8,19,AL,Mar Vermelho,-9.5,-36.38,1.7,Magnitude não revisada/preliminar
27,2022-08-17,2022,8,17,AL,Capela,-9.41,-36.06,1.6,Magnitude não revisada/preliminar
28,2022-08-15,2022,8,15,BA,Jacobina,-11.27,-40.51,1.8,Magnitude não revisada/preliminar
29,2022-08-15,2022,8,15,CE,Granja,-3.11,-40.62,2.0,Magnitude não revisada/preliminar
30,2022-08-14,2022,8,14,BA,Jaguarari,-9.84,-39.86,1.6,Magnitude não revisada/preliminar
31,2022-08-14,2022,8,14,RN,Parazinho,-5.37,-35.95,1.6,Magnitude não revisada/preliminar
32,2022-08-14,2022,8,14,BA,Jacobina,-11.28,-40.51,1.5,Magnitude não revisada/preliminar
33,2022-08-13,2022,8,13,BA,Governador Mangabeira,-13.03,-39.35,1.8,
34,2022-08-12,2022,8,12,RN,Pedra Preta,-5.5,-36.16,2.0,Magnitude não revisada/preliminar
35,2022-08-11,2022,8,11,AL,Arapiraca,-9.68,-36.65,1.8,
36,2022-08-09,2022,8,9,RN,João Câmara,-5.62,-35.73,1.6,Magnitude não revisada/preliminar
37,2022-08-08,2022,8,8,RN,João Câmara,-5.48,-35.77,2.1,Magnitude não revisada/preliminar
38,2022-08-07,2022,8,7,BA,Jaguarari,-9.86,-39.82,2.5,
39,2022-08-06,2022,8,6,CE,Alcântaras,-3.57,-40.52,1.6,Magnitude não revisada/preliminar
40,2022-08-06,2022,8,6,CE,Alcântaras,-3.61,-40.5,1.7,Magnitude não revisada/preliminar
41,2022-08-05,2022,8,5,RN,Litoral do,-5.2,-35.06,1.6,
42,2022-08-04,2022,8,4,AL,Arapiraca,-9.73,-36.69,2.4,Magnitude não revisada/preliminar
43,2022-08-03,2022,8,3,PB,Taperoá,-7.48,-36.83,1.6,Magnitude não revisada/preliminar
44,2022-08-03,2022,8,3,RN,Litoral do,-4.69,-35.18,2.0,Magnitude não revisada/preliminar
45,2022-08-01,2022,8,1,BA,Governador Mangabeira,-12.6,-39.01,1.8,
46,2022-08-01,2022,8,1,RN,Litoral do,-4.33,-35.07,2.3,Magnitude não revisada/preliminar
2,2022-07-31,2022,7,31,RN,Litoral do,-5.25,-35.1,2.4,Magnitude não revisada/preliminar
3,2022-07-31,2022,7,31,RN,Litoral do,-4.85,-34.96,1.9,Magnitude não revisada/preliminar
4,2022-07-31,2022,7,31,RN,Litoral do,-5.03,-35.19,3.7,Magnitude não revisada/preliminar
5,2022-07-31,2022,7,31,RN,Litoral do,-5.45,-35.19,2.4,Magnitude não revisada/preliminar
6,2022-07-30,2022,7,30,CE,Granja,-3.23,-40.93,1.5,
7,2022-07-28,2022,7,28,BA,Jacobina,-11.27,-40.51,1.7,Magnitude não revisada/preliminar
8,2022-07-28,2022,7,28,AL,Arapiraca,-9.72,-36.74,2.3,Magnitude não revisada/preliminar
9,2022-07-27,2022,7,27,PE,Bonito,-8.41,-35.75,2.2,Magnitude não revisada/preliminar
10,2022-07-27,2022,7,27,BA,Jacobina,-11.25,-40.51,1.5,Magnitude não revisada/preliminar
11,2022-07-27,2022,7,27,PE,Vitória de Santo Antão,-8.14,-35.31,1.6,Magnitude não revisada/preliminar
12,2022-07-25,2022,7,25,BA,Jacobina,-11.28,-40.51,1.8,Magnitude não revisada/preliminar
13,2022-07-24,2022,7,24,BA,Jaguarari,-9.94,-39.85,1.7,Magnitude não revisada/preliminar
14,2022-07-23,2022,7,23,BA,Jacobina,-11.24,-40.52,1.8,Magnitude não revisada/preliminar
15,2022-07-23,2022,7,23,BA,Jacobina,-11.27,-40.52,2.5,Magnitude não revisada/preliminar
16,2022-07-21,2022,7,21,PE,Itambé,-7.41,-35.09,2.2,Magnitude não revisada/preliminar
17,2022-07-21,2022,7,21,AL,Arapiraca,-9.7,-36.67,2.2,Magnitude não revisada/preliminar
18,2022-07-21,2022,7,21,PE,Lagoa Grande,-8.9,-40.09,2.5,
19,2022-07-19,2022,7,19,BA,Jacobina,-11.3,-40.51,1.5,Magnitude não revisada/preliminar
20,2022-07-19,2022,7,19,PB,Juazeirinho,-7.2,-36.41,1.5,Magnitude não revisada/preliminar
21,2022-07-18,2022,7,18,BA,Amargosa,-13.02,-39.52,1.7,Magnitude não revisada/preliminar
22,2022-07-15,2022,7,15,AL,Piaçabuçu,-10.37,-36.35,1.5,Magnitude não revisada/preliminar
23,2022-07-15,2022,7,15,BA,Jacobina,-11.32,-40.47,1.5,Magnitude não revisada/preliminar
24,2022-07-15,2022,7,15,BA,Jacobina,-11.32,-40.47,1.7,Magnitude não revisada/preliminar
25,2022-07-12,2022,7,12,BA,Nordestina,-10.95,-39.41,1.5,Magnitude não revisada/preliminar
26,2022-07-11,2022,7,11,BA,Jacobina,-11.27,-40.43,1.8,Magnitude não revisada/preliminar
27,2022-07-10,2022,7,10,BA,Curaça,-9.74,-39.99,2.6,Magnitude não revisada/preliminar
28,2022-07-09,2022,7,9,BA,Nordestina,-10.93,-39.3,2.0,Magnitude não revisada/preliminar
29,2022-07-08,2022,7,8,CE,Uruoca,-3.35,-40.62,1.6,Magnitude não revisada/preliminar
30,2022-07-07,2022,7,7,PB,Serra Branca,-7.61,-36.51,1.5,Magnitude não revisada/preliminar
31,2022-07-07,2022,7,7,BA,Craíbas,-9.72,-36.69,1.6,Magnitude não revisada/preliminar
32,2022-07-07,2022,7,7,BA,Jacobina,-11.27,-40.43,1.8,Magnitude não revisada/preliminar
33,2022-07-06,2022,7,6,BA,Santaluz,-11.24,-39.19,1.5,Magnitude não revisada/preliminar
34,2022-07-06,2022,7,6,BA,Valente,-11.37,-39.5,1.7,Magnitude não revisada/preliminar
35,2022-07-06,2022,7,6,BA,Ipirá,-12.35,-39.78,1.6,Magnitude não revisada/preliminar
36,2022-07-06,2022,7,6,BA,Juazeiro,-9.74,-39.99,2.0,
37,2022-07-05,2022,7,5,CE,Meruoca,-3.55,-40.42,1.7,
38,2022-07-03,2022,7,3,PE,Agrestina,-8.67,-35.86,2.1,Magnitude não revisada/preliminar
2,2022-06-30,2022,6,30,BA,Queimadas,-10.91,-39.27,1.7,Magnitude não revisada/preliminar
3,2022-06-30,2022,6,30,BA,Campo Formoso,-10.59,-40.52,1.5,Magnitude não revisada/preliminar
4,2022-06-29,2022,6,29,RN,João Câmara,-5.57,-35.76,1.5,
5,2022-06-28,2022,6,28,PB,Campina Grande,-7.26,-35.86,1.5,Magnitude não revisada/preliminar
6,2022-06-26,2022,6,26,BA,Jacobina,-11.3,-40.5,1.6,
7,2022-06-24,2022,6,24,RN,São Paulo do Potengi,-5.9,-36.98,2.0,
8,2022-06-23,2022,6,23,BA,Curaçá,-9.76,-39.63,1.9,
9,2022-06-21,2022,6,21,BA,Queimadas,-10.88,-39.6,1.5,Magnitude não revisada/preliminar
10,2022-06-21,2022,6,21,BA,Cansanção,-10.52,-39.56,1.6,Magnitude não revisada/preliminar
11,2022-06-19,2022,6,19,BA,Jacobina,-11.27,-40.49,1.7,
12,2022-06-18,2022,6,18,PB,Picuí,-6.38,-36.32,1.5,Magnitude não revisada/preliminar
13,2022-06-17,2022,6,17,CE,Uruoca,-3.31,-40.52,1.6,Magnitude não revisada/preliminar
14,2022-06-15,2022,6,15,BA,Euclides da Cunha,-10.55,-39.14,1.5,Magnitude não revisada/preliminar
15,2022-06-13,2022,6,13,CE,Forquilha,-3.93,-40.15,1.7,Magnitude não revisada/preliminar
16,2022-06-13,2022,6,13,PB,Arara,-6.86,-35.72,1.5,Magnitude não revisada/preliminar
17,2022-06-13,2022,6,13,BA,Jacobina,-11.27,-40.48,1.6,Magnitude não revisada/preliminar
18,2022-06-12,2022,6,12,BA,Jacobina,-11.27,-40.47,1.7,
19,2022-06-12,2022,6,12,BA,Jacobina,-11.28,-40.49,1.8,
20,2022-06-11,2022,6,11,BA,Jacobina,-11.28,-40.5,1.6,
21,2022-06-11,2022,6,11,BA,Jacobina,-11.3,-40.51,1.6,
22,2022-06-11,2022,6,11,BA,Jacobina,-11.24,-40.49,1.5,Magnitude não revisada/preliminar
23,2022-06-10,2022,6,10,RN,Lajes,-5.79,-36.25,1.6,Magnitude não revisada/preliminar
24,2022-06-10,2022,6,10,RN,Assu,-5.69,-36.8,1.5,Magnitude não revisada/preliminar
25,2022-06-09,2022,6,9,RN,Caraúbas,-5.77,-37.52,1.5,
26,2022-06-09,2022,6,9,AL,Craíbas,-9.59,-36.77,1.8,Magnitude não revisada/preliminar
27,2022-06-09,2022,6,9,RN,Caraúbas,-5.75,-37.48,1.6,
28,2022-06-09,2022,6,9,RN,Lajes,-5.7,-36.18,1.5,Magnitude não revisada/preliminar
29,2022-06-07,2022,6,7,BA,Jacobina,-11.27,-40.49,1.6,Magnitude não revisada/preliminar
30,2022-06-03,2022,6,3,PB,Catolé do Rocha,-6.3,-37.66,1.5,Magnitude não revisada/preliminar
31,2022-06-03,2022,6,3,BA,Queimadas,-11.03,-39.26,1.6,Magnitude não revisada/preliminar
32,2022-06-02,2022,6,2,CE,Limoeiro do Norte,-5.14,-37.89,1.6,Magnitude não revisada/preliminar
33,2022-06-02,2022,6,2,AL,Craíbas,-9.7,-36.75,1.5,Magnitude não revisada/preliminar
34,2022-06-02,2022,6,2,AL,Pão de Açúcar,-9.77,-37.24,1.6,Magnitude não revisada/preliminar
35,2022-06-01,2022,6,1,PE,Monteiro,-8.04,-36.82,1.5,Magnitude não revisada/preliminar
36,2022-06-01,2022,6,1,PE,Lagoa dos Gatos,-8.67,-35.86,1.7,
37,2022-06-01,2022,6,1,RN,São Bento,-6.49,-37.56,1.5,Magnitude não revisada/preliminar
2,2022-05-31,2022,5,31,PB,São José do Egito,-7.59,-37.09,1.5,Magnitude não revisada/preliminar
3,2022-05-28,2022,5,28,BA,Jacobina,-11.29,-40.52,1.6,
4,2022-05-25,2022,5,25,BA,Monte Santo,-10.11,-39.68,2.1,
5,2022-05-25,2022,5,25,BA,Jacobina,-11.28,-40.52,1.6,Magnitude não revisada/preliminar
6,2022-05-23,2022,5,23,BA,Cansanção,-10.75,-39.44,2.0,Magnitude não revisada/preliminar
7,2022-05-21,2022,5,21,PE,Jaboatão dos Guararapes,-8.11,-34.96,1.5,Magnitude não revisada/preliminar
8,2022-05-18,2022,5,18,CE,Uruoca,-3.26,-40.48,1.5,
9,2022-05-17,2022,5,17,PE,Caruaru,-8.29,-36.02,1.7,
10,2022-05-17,2022,5,17,PE,Pombos,-8.14,-35.36,1.7,Magnitude não revisada/preliminar
11,2022-05-15,2022,5,15,BA,Jacobina,-11.23,-40.51,1.7,
12,2022-05-14,2022,5,14,CE,Sobral,-3.77,-40.36,1.5,Magnitude não revisada/preliminar
13,2022-05-13,2022,5,13,BA,Jacobina,-11.23,-40.49,1.5,Magnitude não revisada/preliminar
14,2022-05-13,2022,5,13,RN,Assu,-5.64,-36.83,1.6,Magnitude não revisada/preliminar
15,2022-05-13,2022,5,13,AL,Craíbas,-9.66,-36.81,1.8,Magnitude não revisada/preliminar
16,2022-05-12,2022,5,12,BA,Jaguarari,-10.1,-40.28,1.5,Magnitude não revisada/preliminar
17,2022-05-12,2022,5,12,CE,Orós,-6.2,-38.88,1.6,Magnitude não revisada/preliminar
18,2022-05-12,2022,5,12,RN,Cerro Corá,-6.11,-36.2,1.5,Magnitude não revisada/preliminar
19,2022-05-11,2022,5,11,CE,Caucaia,-3.81,-38.65,1.5,Magnitude não revisada/preliminar
20,2022-05-10,2022,5,10,BA,Canarana,-11.83,-41.65,1.6,Magnitude não revisada/preliminar
21,2022-05-10,2022,5,10,BA,Uauá,-9.95,-39.81,1.7,Magnitude não revisada/preliminar
